row_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
8959,City Hotel,0,68,2015,September,40,29,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20,0,Transient-Party,75,0,0,Canceled,01-08-16,Mrs. Debra Navarro DDS,DDS.Mrs.70@aol.com,343-221-9375,************3522
8960,City Hotel,0,68,2015,September,40,29,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20,0,Transient,68,0,0,Canceled,20-06-16,Cheryl Smith,Cheryl.Smith@att.com,146-356-6948,************9537
8961,City Hotel,1,68,2015,September,40,29,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20,0,Transient,78,0,0,Canceled,20-06-16,Jean Booth,Jean.Booth@verizon.com,974-252-9754,************2353
8962,City Hotel,1,68,2015,September,40,29,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20,0,Transient,70.75,0,0,Canceled,20-06-16,Aaron Steele,Steele_Aaron96@protonmail.com,628-755-1776,************2136
8963,City Hotel,0,68,2015,September,40,29,0,2,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,20,0,Transient,70.75,0,0,Canceled,20-06-16,Kathy Case,KCase68@hotmail.com,580-645-5533,************9346
8964,City Hotel,0,68,2015,September,40,29,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,20,0,Transient,115.75,0,0,Canceled,20-06-16,Craig King,CKing66@xfinity.com,575-419-1817,************4885
8965,City Hotel,0,28,2015,September,40,29,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,110.75,0,0,Canceled,20-06-16,Mark Frank,Mark_Frank@mail.com,343-402-4715,************7210
8966,City Hotel,0,28,2015,September,40,29,0,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,Transient-Party,115,0,0,Canceled,03-10-16,Kayla Lawrence,Kayla_L@att.com,309-917-4603,************4150
8967,City Hotel,1,21,2015,September,40,29,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,68,0,0,Canceled,20-06-16,Andrew Byrd,Byrd.Andrew@gmail.com,389-102-6172,************3833
8968,City Hotel,0,35,2015,September,40,29,0,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,Transient,68,0,0,Canceled,20-06-16,Michael Johnson,Michael_J@comcast.net,351-955-2601,************3228
8969,City Hotel,1,20,2015,September,40,29,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,68,0,0,Canceled,20-06-16,Anne Williams,Anne_Williams@verizon.com,488-085-1312,************5320
8970,City Hotel,1,20,2015,September,40,29,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,118,0,0,Canceled,20-06-16,Joseph Reese,JReese@comcast.net,419-773-1121,************9246
8971,City Hotel,0,0,2015,September,40,30,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,26,0,Transient,140,0,0,Canceled,11-10-16,Marcus Horne,Horne_Marcus@hotmail.com,148-448-7182,************6404
8972,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,85,0,0,Canceled,11-10-16,Mary Luna,MLuna@outlook.com,975-217-1661,************1038
8973,City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,0,Transient-Party,75,0,0,Canceled,03-10-16,Kristen Wells,KristenWells@protonmail.com,659-580-2949,************3466
8974,City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,26,0,Transient,68,0,0,Canceled,20-06-16,Adam Rodriguez,AdamRodriguez@comcast.net,517-739-6294,************5463
8975,City Hotel,1,83,2015,September,40,30,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,26,0,Transient,118,0,0,Canceled,20-06-16,Shelley West,West_Shelley@zoho.com,308-153-7569,************9597
8976,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,78,0,0,Canceled,20-06-16,Amanda Russell,Amanda_Russell@outlook.com,362-248-1136,************7443
8977,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,70.75,0,0,Canceled,20-06-16,Duane Palmer,Duane.P53@hotmail.com,268-591-2918,************2946
8978,City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,0,Transient,85,0,0,Canceled,11-10-16,Jason Davis,Jason_Davis38@mail.com,496-433-1368,************2631
8979,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,68,0,0,Canceled,20-06-16,James Andrews,JamesAndrews57@comcast.net,381-506-8326,************1265
8980,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,118,0,0,Canceled,20-06-16,Stephen Cohen,Stephen.C@mail.com,855-887-2916,************7041
8981,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,78,0,0,Canceled,20-06-16,Yesenia Bradley,Yesenia_B@aol.com,603-096-9514,************5642
8982,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient-Party,75,0,0,Canceled,03-10-16,Justin Reynolds,JustinReynolds@aol.com,982-146-5943,************6191
8983,City Hotel,0,83,2015,September,40,30,0,1,1,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,26,0,Transient,70.75,0,0,Canceled,20-06-16,Brittany Villarreal,Brittany.Villarreal@yahoo.com,304-147-9519,************4073
8984,City Hotel,1,78,2015,September,40,30,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7,0,Transient,70.75,0,0,Canceled,20-06-16,Diana Collier,Diana_Collier@protonmail.com,302-959-4895,************5820
8985,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,70.75,0,0,Canceled,20-06-16,Dylan Baker,DylanBaker@verizon.com,596-248-8183,************1438
8986,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,110.75,0,0,Canceled,20-06-16,Megan Williams,Megan_Williams@yahoo.com,519-244-7416,************7220
8987,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient-Party,8,0,0,Canceled,17-10-16,Samantha Mora,Samantha_M@comcast.net,543-732-6313,************7223
8988,City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,0,Transient,95,0,0,Canceled,11-10-16,Jason Gray,Jason.Gray@yahoo.com,339-419-1069,************3326
8989,City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,26,0,Transient-Party,115,0,0,Canceled,03-08-16,Ian Wilkerson,Ian.W@aol.com,541-851-7948,************3845
8990,City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,0,Transient,68,0,0,Canceled,20-06-16,Shannon Walters,Shannon.Walters@yandex.com,734-931-7125,************3892
8991,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,68,0,0,Canceled,20-06-16,Mindy Davis,MindyDavis@outlook.com,580-528-9076,************9010
8992,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,68,0,0,Canceled,20-06-16,Derek Wood,Derek.Wood77@outlook.com,199-101-8029,************2054
8993,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,115.75,0,0,Canceled,20-06-16,Alexander Wood,Alexander.Wood31@xfinity.com,693-568-4613,************9713
8994,City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,0,Transient,110.75,0,0,Canceled,20-06-16,Dana Trujillo,Dana_Trujillo90@att.com,845-437-0086,************5422
8995,City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,0,Transient,70.75,0,0,Canceled,20-06-16,Gina Hood,Gina.Hood41@yandex.com,756-496-8288,************4595
8996,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,70.75,0,0,Canceled,20-06-16,Allison Massey,Allison.Massey@hotmail.com,602-688-5259,************3688
8997,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient-Party,90,0,0,Canceled,20-10-16,Kelly Tyler,KTyler30@hotmail.com,254-014-5318,************7625
8998,City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,26,0,Transient-Party,75,0,0,Canceled,03-10-16,Amy Snyder,ASnyder26@comcast.net,377-830-0191,************5404
8999,City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,0,Transient,118,0,0,Canceled,20-06-16,Albert Diaz,Diaz_Albert@verizon.com,585-809-9519,************9546
9000,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,78,0,0,Canceled,20-06-16,Melinda Moore,MelindaMoore@gmail.com,267-261-5288,************6433
9001,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,70.75,0,0,Canceled,20-06-16,Peter Jones,PeterJones@aol.com,135-651-7002,************4915
9002,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient-Party,65,0,0,Canceled,23-09-16,Alexandra Mann,AlexandraMann67@aol.com,966-927-4325,************6683
9003,City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,0,Transient-Party,65,0,0,Canceled,23-09-16,Ruth Cook,RuthCook16@gmail.com,945-748-1317,************5119
9004,City Hotel,0,42,2015,September,40,30,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,0,Transient-Party,65,0,0,Canceled,23-09-16,Willie Kennedy,WKennedy@comcast.net,567-243-9666,************2656
9005,City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,26,0,Transient-Party,65,0,0,Canceled,23-09-16,Rachel Estes,Estes_Rachel@mail.com,673-108-3167,************1894
9006,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient-Party,65,0,0,Canceled,23-09-16,Andrew Underwood,AndrewUnderwood@mail.com,682-822-9947,************7289
9007,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient-Party,65,0,0,Canceled,23-09-16,Patrick Fischer,Patrick.Fischer68@hotmail.com,160-799-9954,************8272
9008,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient-Party,65,0,0,Canceled,23-09-16,Tracy Salazar MD,Tracy.M@aol.com,525-118-0873,************4819
9009,City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,0,Transient,85,0,0,Canceled,11-10-16,Christine Chambers,Christine_C@verizon.com,677-892-5266,************3639
9010,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,68,0,0,Canceled,20-06-16,Jennifer Archer,JArcher@yandex.com,764-507-5739,************8093
9011,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,68,0,0,Canceled,20-06-16,David Smith,David.Smith@zoho.com,258-313-7416,************7925
9012,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,68,0,0,Canceled,20-06-16,Tracey Park,Tracey_Park58@outlook.com,406-246-9866,************7447
9013,City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,0,Transient,70.75,0,0,Canceled,20-06-16,David Sanchez,DavidSanchez@outlook.com,962-935-6114,************8811
9014,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,88,0,2,Canceled,18-07-16,Nancy Medina,NMedina@protonmail.com,460-668-4945,************9039
9015,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,68,0,0,Canceled,04-07-16,Mathew Tucker,Tucker.Mathew@mail.com,689-412-5928,************6465
9016,City Hotel,0,69,2015,September,40,30,0,1,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13,0,Transient,49.57,0,0,Canceled,10-05-16,Lisa Davis,Davis_Lisa@aol.com,205-595-6527,************9886
9017,City Hotel,0,4,2015,September,40,30,0,1,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,26,0,Transient,46,0,0,Canceled,06-10-16,Trevor Wilson,Trevor.Wilson@yandex.com,344-750-5746,************2670
9018,City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,0,Transient,60,0,1,Canceled,14-09-16,Christopher Brown,Christopher_B61@comcast.net,323-314-2104,************7634
9019,City Hotel,0,83,2015,September,40,30,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,0,Transient,120,0,2,Canceled,03-09-16,Antonio Calderon,Antonio.C19@zoho.com,737-495-7516,************6537
9020,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,48,0,0,Canceled,04-04-16,Christine Dickerson,Christine.D@yandex.com,490-615-3953,************4821
9021,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,48,0,0,Canceled,12-06-16,Jason Sanchez,Jason_S75@xfinity.com,579-219-4534,************5074
9022,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,46,0,0,Canceled,23-08-16,Karen Rivera,Karen_Rivera@gmail.com,634-288-9942,************4862
9023,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,58,0,1,Canceled,29-06-16,Linda Thompson,Thompson_Linda@yandex.com,697-137-5631,************3099
9024,City Hotel,0,83,2015,September,40,30,0,1,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,26,0,Transient,58,0,1,Canceled,29-06-16,John Nguyen,Nguyen.John17@yahoo.com,443-804-7512,************5778
9025,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,98,0,0,Canceled,30-07-16,Kenneth Stokes,KStokes@att.com,467-446-7403,************7339
9026,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient,58,0,0,Canceled,08-08-16,Nicole Anderson,Nicole_A@mail.com,691-229-7317,************4129
9027,City Hotel,1,92,2015,September,40,30,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,0,Transient-Party,8,0,0,Canceled,17-10-16,Richard Martinez,Martinez.Richard@aol.com,696-663-8854,************9631
9028,City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,0,Transient,60,0,0,Canceled,19-09-16,Eric Savage,Eric_S@yahoo.com,173-396-1545,************2003
9029,City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,0,Transient,58,0,2,Canceled,13-09-16,Tim Edwards,Edwards_Tim@hotmail.com,479-922-4758,************5351
9030,City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64,0,Transient,75,0,1,Canceled,01-10-16,Karen Herrera,Karen_H43@mail.com,256-053-5113,************5766
9031,City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64,0,Transient,60,0,1,Canceled,01-10-16,Kerry Hubbard,KerryHubbard@mail.com,839-626-4200,************1593
9032,City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,0,Transient,51,0,0,Canceled,28-09-16,Megan Wood,Wood_Megan95@hotmail.com,666-293-9934,************5587
9033,City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,0,Transient,60,0,0,Canceled,23-09-16,Laura Kim,Kim.Laura@xfinity.com,421-026-8110,************2068
9034,City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64,0,Transient,105,0,0,Canceled,14-09-16,Dr. Jason Robertson,Dr..Robertson@zoho.com,791-161-2968,************3673
9035,City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64,0,Transient,90,0,1,Canceled,11-09-16,Clayton Cooper,Clayton_Cooper@gmail.com,985-939-4615,************1869
9036,City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,0,Transient,48,0,1,Canceled,30-08-16,Ashley Wells,AWells@att.com,219-577-0301,************3878
9037,City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,0,Transient,49,0,1,Canceled,03-09-16,Michelle Kennedy,Michelle_K@mail.com,683-016-0868,************6482
9038,City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64,0,Transient,58,0,1,Canceled,03-09-16,Adam Cherry,Adam.Cherry@comcast.net,869-001-4779,************6342
9039,City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64,0,Transient,58,0,0,Canceled,02-05-16,Heidi Romero,HRomero74@xfinity.com,523-198-9426,************8030
9040,City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,0,Transient,68,0,0,Canceled,20-08-16,Emily Scott,Scott_Emily93@mail.com,676-188-7074,************3227
9041,City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,0,Transient,98,0,2,Canceled,30-08-16,Joel Lopez,JLopez@att.com,600-127-6013,************4972
9042,City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,0,Transient,106.2,0,2,Canceled,27-08-16,Mrs. Gloria Gutierrez,MGutierrez@yandex.com,878-951-3363,************3840
9043,City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64,0,Transient,85.74,0,2,Canceled,26-08-16,Melissa Williams,MelissaWilliams@yandex.com,166-160-6392,************9927
9044,City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64,0,Transient,61.2,0,0,Canceled,31-08-16,Caleb Charles,Charles_Caleb@outlook.com,170-658-1693,************8563
9045,City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64,0,Transient,76.2,0,0,Canceled,29-08-16,Karen Richard,Karen_R@hotmail.com,558-137-1399,************2814
9046,City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64,0,Transient,63,0,1,Canceled,10-10-16,Marissa Frost,Frost_Marissa@xfinity.com,209-382-8602,************7010
9047,City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,0,Transient,40,0,0,No-Show,25-10-16,Shawn Guerra,Guerra.Shawn@yahoo.com,247-400-3718,************2818
9048,City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64,0,Transient,42,0,0,Canceled,25-10-16,Willie Church,Willie_Church@comcast.net,993-164-4123,************2429
9049,City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,0,Transient,40,0,0,No-Show,25-10-16,Scott Mcfarland,Mcfarland.Scott@yahoo.com,450-536-0744,************4645
9050,City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64,0,Transient,48,0,0,Check-Out,26-10-16,Michael Foster,Foster_Michael@mail.com,717-658-3149,************5799
9051,City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64,0,Transient,92.5,0,0,Canceled,05-10-16,Craig Lucero,CraigLucero@comcast.net,148-031-5245,************5666
9052,City Hotel,0,21,2015,September,40,30,0,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,Transient,166,0,0,Canceled,17-08-16,David Gordon,Gordon.David83@xfinity.com,107-562-4193,************3550
9053,City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,0,Transient,90,0,2,Canceled,05-09-16,Julia Madden,Julia.Madden@yandex.com,368-006-4281,************1887
9054,City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64,0,Transient,59.16,0,1,Canceled,08-09-16,Philip Mcbride,Philip_Mcbride84@xfinity.com,801-607-2308,************6055
9055,City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64,0,Transient,161.67,0,0,Canceled,18-08-16,Tammy Hawkins,THawkins@mail.com,727-478-1192,************5847
9056,City Hotel,1,28,2015,September,40,30,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient-Party,63,0,0,Check-Out,27-10-16,Theresa Murphy,TheresaMurphy55@verizon.com,173-780-2433,************5800
9057,City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64,0,Transient,70,0,0,Canceled,26-10-16,Thomas Clark,Clark_Thomas@att.com,910-169-0114,************7366
9058,City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64,0,Transient,60,0,1,Canceled,15-09-16,Jacqueline Jones,JJones@comcast.net,828-215-8241,************9705
9059,City Hotel,0,29,2015,September,40,30,0,2,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,Transient,98,0,2,Canceled,05-10-16,Grant Riddle,Riddle_Grant@att.com,207-300-7381,************7744
9060,City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,0,Transient,45.86,0,0,Canceled,30-05-16,Charles Cervantes,Charles.C@yandex.com,862-554-6683,************6671
9061,City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,0,Transient,59.66,0,1,Canceled,11-08-16,Gerald Rowland,GeraldRowland@protonmail.com,769-291-3348,************2055
9062,City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,0,Transient,79.84,0,0,Canceled,25-08-16,Mr. David Powell,Mr.Powell22@mail.com,933-973-3364,************7118
9063,City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64,0,Transient,46.51,0,1,Canceled,26-10-16,Tony Finley,Finley.Tony35@gmail.com,622-264-0353,************1761
9064,City Hotel,1,27,2015,September,40,30,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,64,0,Transient,70,0,0,Canceled,15-09-16,Jason White,Jason.W@comcast.net,272-438-3984,************8384
